Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Dia,27-junio-2026,27-junio-2026.1,27-junio-2026.2,27-junio-2026.3,27-junio-2026.4,27-junio-2026.5,27-junio-2026.6,27-junio-2026.7,27-junio-2026.8,27-junio-2026.9,27-junio-2026.10,27-junio-2026.11,27-junio-2026.12,27-junio-2026.13,27-junio-2026.14,27-junio-2026.15,27-junio-2026.16,27-junio-2026.17,27-junio-2026.18,27-junio-2026.19,27-junio-2026.20,27-junio-2026.21,27-junio-2026.22,27-junio-2026.23,27-junio-2026.24,27-junio-2026.25,27-junio-2026.26,27-junio-2026.27,27-junio-2026.28,27-junio-2026.29,27-junio-2026.30,27-junio-2026.31,27-junio-2026.32,27-junio-2026.33,27-junio-2026.34,27-junio-2026.35,27-junio-2026.36,27-junio-2026.37,27-junio-2026.38,27-junio-2026.39,27-junio-2026.40,27-junio-2026.41,27-junio-2026.42,27-junio-2026.43,27-junio-2026.44,27-junio-2026.45,27-junio-2026.46,27-junio-2026.47,27-junio-2026.48,27-junio-2026.49,27-junio-2026.50,27-junio-2026.51,27-junio-2026.52,27-junio-2026.53,27-junio-2026.54,27-junio-2026.55,27-junio-2026.56,27-junio-2026.57,27-junio-2026.58,27-junio-2026.59,27-junio-2026.60,27-junio-2026.61,27-junio-2026.62,27-junio-2026.63,27-junio-2026.64,27-junio-2026.65,27-junio-2026.66,27-junio-2026.67,27-junio-2026.68,27-junio-2026.69,27-junio-2026.70,27-junio-2026.71,27-junio-2026.72,27-junio-2026.73,27-junio-2026.74,27-junio-2026.75,27-junio-2026.76,27-junio-2026.77,27-junio-2026.78,27-junio-2026.79,27-junio-2026.80,27-junio-2026.81,27-junio-2026.82,27-junio-2026.83,27-junio-2026.84,27-junio-2026.85,27-junio-2026.86,27-junio-2026.87,27-junio-2026.88,27-junio-2026.89,27-junio-2026.90,27-junio-2026.91,27-junio-2026.92,27-junio-2026.93,27-junio-2026.94,27-junio-2026.95,27-junio-2026.96,27-junio-2026.97,27-junio-2026.98,27-junio-2026.99,27-junio-2026.100,27-junio-2026.101,27-junio-2026.102,27-junio-2026.103,27-junio-2026.104,27-junio-2026.105,27-junio-2026.106,27-junio-2026.107,27-junio-2026.108,27-junio-2026.109,27-junio-2026.110,27-junio-2026.111,27-junio-2026.112,27-junio-2026.113,27-junio-2026.114,27-junio-2026.115,27-junio-2026.116,27-junio-2026.117,27-junio-2026.118,27-junio-2026.119,27-junio-2026.120,27-junio-2026.121,27-junio-2026.122,27-junio-2026.123,27-junio-2026.124,27-junio-2026.125,27-junio-2026.126,27-junio-2026.127,27-junio-2026.128,27-junio-2026.129,27-junio-2026.130,27-junio-2026.131,27-junio-2026.132,27-junio-2026.133,27-junio-2026.134,27-junio-2026.135,27-junio-2026.136,27-junio-2026.137,27-junio-2026.138,27-junio-2026.139,27-junio-2026.140,27-junio-2026.141,27-junio-2026.142,27-junio-2026.143,27-junio-2026.144,27-junio-2026.145,27-junio-2026.146,27-junio-2026.147,27-junio-2026.148,27-junio-2026.149,27-junio-2026.150,27-junio-2026.151,27-junio-2026.152,27-junio-2026.153,27-junio-2026.154,27-junio-2026.155,27-junio-2026.156,27-junio-2026.157,27-junio-2026.158,27-junio-2026.159,27-junio-2026.160,27-junio-2026.161,27-junio-2026.162,27-junio-2026.163,27-junio-2026.164,27-junio-2026.165,27-junio-2026.166,27-junio-2026.167,27-junio-2026.168,27-junio-2026.169,27-junio-2026.170,27-junio-2026.171,27-junio-2026.172,27-junio-2026.173,27-junio-2026.174,27-junio-2026.175,27-junio-2026.176,27-junio-2026.177,27-junio-2026.178,27-junio-2026.179,27-junio-2026.180,27-junio-2026.181,27-junio-2026.182,27-junio-2026.183,27-junio-2026.184,27-junio-2026.185,27-junio-2026.186,27-junio-2026.187,27-junio-2026.188,27-junio-2026.189,27-junio-2026.190,27-junio-2026.191
Subir,GN,Blq. 9,Divisible,,"14,0","7,46","1,0","8,06","1,0","9,15","33,0","9,47","14,0","8,99","1,0","9,15","33,0","9,35","33,0","9,96","33,0","9,78","33,0","9,98","33,0","10,00","19,0","10,21","33,0","10,07","19,0","10,28","19,0","10,28","33,0","10,00","33,0","9,98","33,0","9,96","33,0","9,96","33,0","9,96","33,0","9,98","33,0","9,98","33,0","9,96","33,0","9,98","33,0","9,96","33,0","9,92","33,0","9,92","19,0","10,28","33,0","9,98","19,0","10,63","33,0","11,05","9,0","7,47","33,0","10,04","33,0","11,10","12,0","5,79","12,0","5,79","12,0","5,79","12,0","5,79","6,0","6,63","6,0","5,99","6,0","7,20","6,0","7,01","6,0","7,05","6,0","7,03","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,05","6,0","7,04","6,0","6,23","6,0","6,22","6,0","6,21","6,0","6,91","6,0","6,99","6,0","6,67","12,0","5,79","12,0","7,47","3,0","7,47","33,0","11,25","33,0","10,04","6,0","9,15","1,0","9,15","14,0","8,99","1,0","9,31","19,0","8,31","1,0","16,40","1,0","16,37","1,0","16,73","1,0","14,89","1,0","13,54","19,0","9,20","1,0","9,15","7,0","9,06"
Subir,GN,Blq.10,Divisible,,"19,0","7,57","14,0","8,27","14,0","9,30","14,0","10,36","7,0","9,06","14,0","9,71","14,0","10,24","14,0","10,82","14,0","10,65","2,0","10,83","2,0","10,83","2,0","10,83","3,0","10,83","3,0","10,83","3,0","10,83","3,0","10,83","4,0","10,83","14,0","10,82","14,0","10,82","14,0","10,82","4,0","10,83","4,0","10,83","14,0","10,82","4,0","10,83","14,0","10,82","14,0","10,78","14,0","10,78","4,0","10,83","12,0","10,83","12,0","10,83","19,0","11,41","3,0","7,54","24,0","10,83","19,0","11,48","12,0","6,05","12,0","6,23","12,0","6,14","12,0","6,62","6,0","6,95","6,0","6,87","12,0","7,47","18,0","7,52","18,0","7,55","18,0","7,56","18,0","7,57","18,0","7,57","18,0","7,57","18,0","7,57","18,0","7,55","18,0","7,55","18,0","7,55","18,0","7,55","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,55","18,0","7,55","18,0","7,55","18,0","7,55","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,51","18,0","7,52","6,0","7,04","6,0","7,03","6,0","7,04","18,0","7,47","18,0","7,47","6,0","6,94","12,0","6,45","12,0","7,70","3,0","7,77","19,0","11,69","6,0","10,83","14,0","9,44","14,0","9,55","7,0","9,06","3,0","9,65","1,0","9,11","3,0","17,50","3,0","17,50","3,0","17,50","1,0","16,21","1,0","14,86","1,0","10,71","1,0","10,82","19,0","9,83"
Subir,GN,Blq.11,Divisible,,"1,0","8,56","19,0","8,77","7,0","9,67","1,0","10,83","1,0","9,15","7,0","10,51","1,0","10,83","1,0","10,83","2,0","10,83","14,0","10,84","14,0","10,86","14,0","11,03","14,0","10,92","14,0","11,08","14,0","11,08","14,0","10,86","14,0","10,84","4,0","10,83","4,0","10,83","4,0","10,83","14,0","10,84","14,0","10,84","4,0","10,83","14,0","10,84","4,0","10,83","4,0","10,83","4,0","10,83","14,0","11,08","14,0","10,84","14,0","11,32","14,0","11,85","9,0","9,15","14,0","10,90","14,0","11,90","12,0","7,47","12,0","7,47","12,0","7,47","12,0","7,47","12,0","7,47","18,0","7,47","6,0","8,24","6,0","8,38","6,0","8,42","6,0","8,39","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,41","6,0","8,40","18,0","7,48","18,0","7,47","18,0","7,47","6,0","8,30","6,0","8,37","12,0","7,47","12,0","7,47","12,0","9,15","3,0","9,15","14,0","12,04","14,0","10,90","7,0","9,95","7,0","10,18","1,0","9,15","1,0","10,11","1,0","9,96",,,,,,,"3,0","17,50","1,0","16,18","3,0","11,65","3,0","11,37","1,0","10,31"
Subir,GN,Blq.12,Divisible,,"3,0","9,07","1,0","9,53","19,0","10,28","7,0","11,80","19,0","9,83","1,0","10,83","7,0","11,56","3,0","12,50","19,0","12,27","6,0","12,50","6,0","12,50","6,0","12,50","9,0","12,50","9,0","12,50","9,0","12,50","9,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","12,0","12,50","19,0","12,47","19,0","12,47","12,0","12,50","36,0","12,50","36,0","12,50","36,0","12,50","3,0","9,20","32,0","12,50","32,0","12,50","12,0","7,66","12,0","7,79","12,0","7,73","12,0","8,09","6,0","8,09","12,0","8,59","6,0","8,53","6,0","8,77","6,0","8,79","6,0","8,80","6,0","8,80","6,0","8,80","6,0","8,80","6,0","8,80","6,0","8,79","6,0","8,79","6,0","8,79","6,0","8,79","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,79","6,0","8,79","6,0","8,79","6,0","8,79","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,75","6,0","8,77","12,0","8,73","12,0","8,72","12,0","8,73","6,0","8,62","6,0","8,66","6,0","8,13","12,0","7,97","6,0","9,27","3,0","9,35","18,0","12,50","18,0","12,50","19,0","10,49","19,0","10,66","19,0","9,83","1,0","10,91","3,0","10,24",,,,,,,,,"3,0","17,50","1,0","12,40","1,0","12,49","3,0","12,65"
Subir,GN,Blq.13,Divisible,,"1,0","9,87","3,0","10,97","1,0","10,83","19,0","11,85","1,0","10,83","19,0","10,90","19,0","11,67","19,0","12,52","7,0","12,37","19,0","12,56","19,0","12,58","19,0","12,84","19,0","12,67","19,0","12,91","19,0","12,91","19,0","12,58","19,0","12,56","19,0","12,52","19,0","12,52","19,0","12,52","19,0","12,56","19,0","12,56","19,0","12,52","19,0","12,56","19,0","12,52","12,0","12,50","12,0","12,50","19,0","12,91","19,0","12,56","19,0","13,27","19,0","14,05","9,0","10,83","19,0","12,64","19,0","14,12","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","6,0","8,33","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","12,0","9,15","6,0","8,33","12,0","9,15","6,0","9,31","3,0","10,83","19,0","14,32","19,0","12,64","6,0","10,83","1,0","10,83","1,0","10,83","1,0","11,71","1,0","10,81",,,,,,,,,,,"3,0","13,74","3,0","13,46","1,0","12,70"
Subir,GN,Blq.14,Divisible,,"3,0","11,16","1,0","11,00","3,0","12,50","3,0","12,50","3,0","12,50","3,0","12,50","3,0","12,50","7,0","12,71","6,0","12,50","7,0","12,76","7,0","12,79","7,0","13,14","7,0","12,91","7,0","13,24","7,0","13,24","7,0","12,79","7,0","12,76","7,0","12,71","7,0","12,71","7,0","12,71","7,0","12,76","7,0","12,76","7,0","12,71","7,0","12,76","7,0","12,71","7,0","12,63","7,0","12,63","7,0","13,24","7,0","12,76","7,0","13,72","7,0","14,78","3,0","10,86","7,0","12,87","7,0","14,87","12,0","9,28","12,0","9,35","12,0","9,32","12,0","9,56","12,0","9,15","12,0","9,89","12,0","9,86","12,0","10,02","12,0","10,03","12,0","10,04","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","10,03","12,0","10,03","12,0","10,03","12,0","10,03","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","9,99","12,0","10,02","12,0","9,98","12,0","9,97","12,0","9,99","12,0","9,92","12,0","9,93","12,0","9,15","12,0","9,49","12,0","10,83","3,0","10,93","7,0","15,15","7,0","12,87","18,0","12,50","3,0","12,50","3,0","12,50","3,0","11,74","1,0","11,66",,,,,,,,,,,"1,0","14,09","1,0","14,16","3,0","14,74"
Subir,GN,Blq.15,Divisible,,"1,0","11,18","3,0","12,50","3,0","13,37","3,0","15,85","3,0","12,65","3,0","14,34","3,0","15,57","3,0","16,92","3,0","16,51","3,0","16,97","3,0","17,00","3,0","17,41","3,0","17,15","3,0","17,53","3,0","17,53","3,0","17,00","3,0","16,97","3,0","16,92","3,0","16,92","3,0","16,92","3,0","16,97","3,0","16,97","3,0","16,92","3,0","16,97","3,0","16,92","3,0","16,82","3,0","16,82","3,0","17,53","3,0","16,97","3,0","18,09","3,0","19,32","33,0","12,21","3,0","17,10","3,0","19,44","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","9,71","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","10,83","12,0","9,72","12,0","10,83","6,0","10,88","18,0","12,50","3,0","19,76","3,0","17,10","3,0","13,69","3,0","13,97","3,0","12,65","3,0","12,50","3,0","12,32",,,,,,,,,,,"1,0","15,78","1,0","15,83","1,0","15,09"
Subir,GN,Blq.16,Divisible,,"3,0","12,50","3,0","13,06","3,0","15,45","3,0","17,93","3,0","14,74","3,0","16,42","3,0","17,65","3,0","19,00","3,0","18,60","3,0","19,05","3,0","19,09","3,0","19,50","3,0","19,23","3,0","19,61","3,0","19,61","3,0","19,09","3,0","19,05","3,0","19,00","3,0","19,00","3,0","19,00","3,0","19,05","3,0","19,05","3,0","19,00","3,0","19,05","3,0","19,00","3,0","18,91","3,0","18,91","3,0","19,61","3,0","19,05","3,0","20,17","3,0","21,41","36,0","12,50","3,0","19,18","3,0","21,52","12,0","10,90","12,0","10,94","12,0","10,91","12,0","11,03","12,0","10,83","12,0","11,19","12,0","11,19","12,0","11,27","12,0","11,27","12,0","11,28","12,0","11,26","12,0","11,26","12,0","11,26","12,0","11,26","12,0","11,27","12,0","11,27","12,0","11,27","12,0","11,27","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,27","12,0","11,27","12,0","11,27","12,0","11,27","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,23","12,0","11,27","12,0","11,23","12,0","11,22","12,0","11,25","12,0","11,22","12,0","11,20","12,0","10,83","12,0","11,01","6,0","10,92","33,0","14,72","3,0","21,84","3,0","19,18","3,0","15,77","3,0","16,05","3,0","14,73",,,"3,0","12,50",,,,,,,,,,,"3,0","17,50","3,0","17,50","3,0","17,50"
Subir,GN,Blq.17,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,0","14,10",,,,,"32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","12,0","11,09","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","32,0","12,50","12,0","11,11","32,0","12,50","32,0","12,50","33,0","16,61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.18,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,0","14,73",,,,,"33,0","14,81","33,0","16,47","33,0","15,59","33,0","19,85","32,0","12,50","33,0","25,92","33,0","25,00","33,0","27,88","33,0","28,15","33,0","28,24","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,40","33,0","28,32","33,0","28,29","33,0","28,26","33,0","28,11","33,0","26,63","33,0","27,48","32,0","12,50","33,0","18,51","33,0","15,13","14,0","17,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.19,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,0","15,65",,,,,"33,0","16,71","33,0","18,37","33,0","17,48","33,0","21,75","33,0","22,95","14,0","27,65","14,0","26,78","14,0","29,50","14,0","29,76","14,0","29,84","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","30,00","14,0","29,91","14,0","29,89","14,0","29,86","14,0","29,71","14,0","28,32","14,0","29,13","33,0","23,20","33,0","20,40","33,0","17,02","19,0","19,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.20,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,0","18,28",,,,,"14,0","17,18","14,0","18,75","14,0","17,91","14,0","21,93","47,0","24,85","33,0","27,81","33,0","26,89","33,0","29,77","33,0","30,04","33,0","30,13","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,30","33,0","30,21","33,0","30,19","33,0","30,16","33,0","30,00","33,0","28,52","33,0","29,38","47,0","25,09","14,0","20,67","14,0","17,48","19,0","21,77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.21,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,0","20,53",,,,,"19,0","19,27","19,0","21,57","19,0","20,34","19,0","26,27","19,0","30,57","19,0","34,70","19,0","33,42","19,0","37,42","19,0","37,80","19,0","37,92","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,15","19,0","38,03","19,0","38,00","19,0","37,96","19,0","37,74","19,0","35,69","19,0","36,87","19,0","30,92","19,0","24,41","19,0","19,71","7,0","25,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.22,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","26,04",,,,,"19,0","21,90","19,0","24,21","19,0","22,97","19,0","28,90","19,0","33,21","19,0","37,33","19,0","36,05","19,0","40,06","19,0","40,43","19,0","40,56","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,78","19,0","40,67","19,0","40,63","19,0","40,59","19,0","40,37","19,0","38,32","19,0","39,51","19,0","33,55","19,0","27,04","19,0","22,34","3,0","31,55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.23,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","28,12",,,,,"7,0","25,44","7,0","28,57","7,0","26,90","7,0","34,94","7,0","40,78","7,0","46,37","7,0","44,64","7,0","50,08","7,0","50,59","7,0","50,76","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","51,07","7,0","50,91","7,0","50,86","7,0","50,80","7,0","50,51","7,0","47,72","7,0","49,33","7,0","41,25","7,0","32,41","7,0","26,03","3,0","33,63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.24,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","31,76","3,0","35,41","3,0","33,46","3,0","42,85","3,0","49,66","3,0","56,19","3,0","54,16","3,0","60,51","3,0","61,10","3,0","61,30","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,66","3,0","61,47","3,0","61,42","3,0","61,35","3,0","61,01","3,0","57,76","3,0","59,64","3,0","50,21","3,0","39,90","3,0","32,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN,Blq.25,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,0","33,85","3,0","37,50","3,0","35,55","3,0","44,93","3,0","51,75","3,0","58,27","3,0","56,25","3,0","62,59","3,0","63,19","3,0","63,38","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,75","3,0","63,56","3,0","63,50","3,0","63,43","3,0","63,09","3,0","59,84","3,0","61,72","3,0","52,29","3,0","41,98","3,0","34,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GN4,Blq. 1,Indivisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00","0,0","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GNE,Blq. 1,Divisible,,"4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00","4,0","0,00",,,"25,0","9,00","25,0","9,00","25,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00","50,0","9,00",,,,,,,"374,0","0,00","375,0","0,00","377,0","0,00","379,0","0,00","384,0","0,00","386,0","0,00","389,0","0,00","390,0","0,00","386,0","0,00","385,0","0,00","382,0","0,00","385,0","0,00","377,0","0,00","376,0","0,00","373,0","0,00","369,0","0,00","369,0","0,00","371,0","0,00","368,0","0,00","366,0","0,00","363,0","0,00","359,0","0,00","357,0","0,00","352,0","0,00","344,0","0,00","250,0","0,00","256,0","0,00","195,0","0,00","100,0","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subir,GNE,Blq. 2,Divisible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00","25,0","14,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
